,iid,pid,match,age,age_o,gender,race,race_o,field_cd,career_c,imprace,imprelig,samerace,int_corr
2391,172,157.0,0,27.0,28.0,1,2.0,4.0,8.0,7.0,5.0,7.0,0,0.36
2392,173,142.0,1,22.0,24.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,-0.21
2393,173,143.0,0,22.0,33.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,-0.03
2394,173,144.0,0,22.0,23.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,0.72
2395,173,145.0,0,22.0,24.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,-0.5
2396,173,146.0,0,22.0,36.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,-0.21
2397,173,147.0,0,22.0,26.0,1,2.0,4.0,2.0,2.0,5.0,7.0,0,0.03
2398,173,148.0,0,22.0,27.0,1,2.0,4.0,2.0,2.0,5.0,7.0,0,-0.34
2399,173,149.0,1,22.0,28.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,0.15
2400,173,150.0,0,22.0,31.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,0.39
2401,173,151.0,1,22.0,28.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,0.09
2402,173,152.0,0,22.0,27.0,1,2.0,4.0,2.0,2.0,5.0,7.0,0,-0.15
2403,173,153.0,0,22.0,28.0,1,2.0,4.0,2.0,2.0,5.0,7.0,0,0.12
2404,173,154.0,1,22.0,27.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,0.54
2405,173,155.0,0,22.0,27.0,1,2.0,2.0,2.0,2.0,5.0,7.0,1,-0.13
2406,173,156.0,1,22.0,30.0,1,2.0,1.0,2.0,2.0,5.0,7.0,0,-0.15
2407,173,157.0,0,22.0,28.0,1,2.0,4.0,2.0,2.0,5.0,7.0,0,0.49
2408,174,184.0,1,29.0,34.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,0.34
2409,174,185.0,0,29.0,25.0,0,4.0,4.0,8.0,7.0,1.0,1.0,1,0.48
2410,174,186.0,0,29.0,24.0,0,4.0,4.0,8.0,7.0,1.0,1.0,1,0.35
2411,174,187.0,1,29.0,26.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,0.71
2412,174,188.0,0,29.0,21.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,0.51
2413,174,189.0,0,29.0,27.0,0,4.0,6.0,8.0,7.0,1.0,1.0,0,0.22
2414,174,190.0,0,29.0,25.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,0.21
2415,174,191.0,0,29.0,28.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,0.32
2416,174,192.0,0,29.0,24.0,0,4.0,2.0,8.0,7.0,1.0,1.0,0,-0.03
2417,174,193.0,0,29.0,25.0,0,4.0,4.0,8.0,7.0,1.0,1.0,1,0.37
2418,175,184.0,0,23.0,34.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.41
2419,175,185.0,0,23.0,25.0,0,6.0,4.0,13.0,7.0,5.0,8.0,0,0.56
2420,175,186.0,0,23.0,24.0,0,6.0,4.0,13.0,7.0,5.0,8.0,0,0.48
2421,175,187.0,0,23.0,26.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.45
2422,175,188.0,1,23.0,21.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.43
2423,175,189.0,0,23.0,27.0,0,6.0,6.0,13.0,7.0,5.0,8.0,1,0.1
2424,175,190.0,1,23.0,25.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.05
2425,175,191.0,0,23.0,28.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.65
2426,175,192.0,0,23.0,24.0,0,6.0,2.0,13.0,7.0,5.0,8.0,0,0.05
2427,175,193.0,1,23.0,25.0,0,6.0,4.0,13.0,7.0,5.0,8.0,0,0.39
2428,176,184.0,1,28.0,34.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,0.48
2429,176,185.0,0,28.0,25.0,0,4.0,4.0,8.0,7.0,10.0,1.0,1,0.16
2430,176,186.0,1,28.0,24.0,0,4.0,4.0,8.0,7.0,10.0,1.0,1,0.5
2431,176,187.0,0,28.0,26.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,0.44
2432,176,188.0,0,28.0,21.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,0.43
2433,176,189.0,0,28.0,27.0,0,4.0,6.0,8.0,7.0,10.0,1.0,0,-0.05
2434,176,190.0,0,28.0,25.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,-0.34
2435,176,191.0,1,28.0,28.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,0.32
2436,176,192.0,0,28.0,24.0,0,4.0,2.0,8.0,7.0,10.0,1.0,0,-0.47
2437,176,193.0,0,28.0,25.0,0,4.0,4.0,8.0,7.0,10.0,1.0,1,0.4
2438,177,184.0,0,22.0,34.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,0.07
2439,177,185.0,0,22.0,25.0,0,2.0,4.0,13.0,7.0,8.0,3.0,0,0.31
2440,177,186.0,0,22.0,24.0,0,2.0,4.0,13.0,7.0,8.0,3.0,0,-0.06
2441,177,187.0,0,22.0,26.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,0.14
2442,177,188.0,0,22.0,21.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,-0.13
2443,177,189.0,0,22.0,27.0,0,2.0,6.0,13.0,7.0,8.0,3.0,0,0.05
2444,177,190.0,0,22.0,25.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,-0.03
2445,177,191.0,0,22.0,28.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,0.14
2446,177,192.0,0,22.0,24.0,0,2.0,2.0,13.0,7.0,8.0,3.0,1,0.07
2447,177,193.0,0,22.0,25.0,0,2.0,4.0,13.0,7.0,8.0,3.0,0,0.58
2448,178,184.0,0,35.0,34.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,0.64
2449,178,185.0,0,35.0,25.0,0,4.0,4.0,3.0,4.0,5.0,5.0,1,0.4
2450,178,186.0,1,35.0,24.0,0,4.0,4.0,3.0,4.0,5.0,5.0,1,0.51
2451,178,187.0,0,35.0,26.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,0.41
2452,178,188.0,0,35.0,21.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,0.41
2453,178,189.0,0,35.0,27.0,0,4.0,6.0,3.0,4.0,5.0,5.0,0,-0.02
2454,178,190.0,0,35.0,25.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,0.01
2455,178,191.0,0,35.0,28.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,0.51
2456,178,192.0,0,35.0,24.0,0,4.0,2.0,3.0,4.0,5.0,5.0,0,-0.11
2457,178,193.0,0,35.0,25.0,0,4.0,4.0,3.0,4.0,5.0,5.0,1,0.27
2458,179,184.0,0,30.0,34.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,0.38
2459,179,185.0,0,30.0,25.0,0,3.0,4.0,6.0,2.0,5.0,1.0,0,0.41
2460,179,186.0,0,30.0,24.0,0,3.0,4.0,6.0,2.0,5.0,1.0,0,0.36
2461,179,187.0,0,30.0,26.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,0.41
2462,179,188.0,0,30.0,21.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,0.46
2463,179,189.0,0,30.0,27.0,0,3.0,6.0,6.0,2.0,5.0,1.0,0,0.13
2464,179,190.0,1,30.0,25.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,0.22
2465,179,191.0,0,30.0,28.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,0.45
2466,179,192.0,0,30.0,24.0,0,3.0,2.0,6.0,2.0,5.0,1.0,0,-0.02
2467,179,193.0,0,30.0,25.0,0,3.0,4.0,6.0,2.0,5.0,1.0,0,0.41
2468,180,184.0,1,24.0,34.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,0.24
2469,180,185.0,0,24.0,25.0,0,4.0,4.0,8.0,7.0,2.0,2.0,1,0.16
2470,180,186.0,0,24.0,24.0,0,4.0,4.0,8.0,7.0,2.0,2.0,1,0.34
2471,180,187.0,0,24.0,26.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,-0.4
2472,180,188.0,0,24.0,21.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,-0.07
2473,180,189.0,0,24.0,27.0,0,4.0,6.0,8.0,7.0,2.0,2.0,0,-0.27
2474,180,190.0,0,24.0,25.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,0.13
2475,180,191.0,0,24.0,28.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,0.13
2476,180,192.0,1,24.0,24.0,0,4.0,2.0,8.0,7.0,2.0,2.0,0,0.02
2477,180,193.0,0,24.0,25.0,0,4.0,4.0,8.0,7.0,2.0,2.0,1,0.15
2478,181,184.0,0,22.0,34.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,0.43
2479,181,185.0,1,22.0,25.0,0,1.0,4.0,4.0,2.0,7.0,8.0,0,0.62
2480,181,186.0,1,22.0,24.0,0,1.0,4.0,4.0,2.0,7.0,8.0,0,0.44
2481,181,187.0,0,22.0,26.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,0.38
2482,181,188.0,0,22.0,21.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,0.4
2483,181,189.0,0,22.0,27.0,0,1.0,6.0,4.0,2.0,7.0,8.0,0,-0.22
2484,181,190.0,1,22.0,25.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,-0.18
2485,181,191.0,1,22.0,28.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,0.16
2486,181,192.0,0,22.0,24.0,0,1.0,2.0,4.0,2.0,7.0,8.0,0,-0.3
2487,181,193.0,1,22.0,25.0,0,1.0,4.0,4.0,2.0,7.0,8.0,0,0.54
2488,182,184.0,0,22.0,34.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,-0.34
2489,182,185.0,0,22.0,25.0,0,1.0,4.0,4.0,4.0,7.0,5.0,0,0.42
2490,182,186.0,0,22.0,24.0,0,1.0,4.0,4.0,4.0,7.0,5.0,0,0.56
2491,182,187.0,0,22.0,26.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,0.07
2492,182,188.0,0,22.0,21.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,0.1
2493,182,189.0,0,22.0,27.0,0,1.0,6.0,4.0,4.0,7.0,5.0,0,-0.22
2494,182,190.0,0,22.0,25.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,0.01
2495,182,191.0,0,22.0,28.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,-0.12
2496,182,192.0,0,22.0,24.0,0,1.0,2.0,4.0,4.0,7.0,5.0,0,0.33
2497,182,193.0,0,22.0,25.0,0,1.0,4.0,4.0,4.0,7.0,5.0,0,0.53
2498,183,184.0,1,24.0,34.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,0.28
2499,183,185.0,0,24.0,25.0,0,2.0,4.0,11.0,6.0,1.0,1.0,0,-0.01
2500,183,186.0,0,24.0,24.0,0,2.0,4.0,11.0,6.0,1.0,1.0,0,0.4
2501,183,187.0,0,24.0,26.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,-0.13
2502,183,188.0,0,24.0,21.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,0.31
2503,183,189.0,0,24.0,27.0,0,2.0,6.0,11.0,6.0,1.0,1.0,0,0.05
2504,183,190.0,0,24.0,25.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,0.24
2505,183,191.0,0,24.0,28.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,0.43
2506,183,192.0,0,24.0,24.0,0,2.0,2.0,11.0,6.0,1.0,1.0,1,0.32
2507,183,193.0,0,24.0,25.0,0,2.0,4.0,11.0,6.0,1.0,1.0,0,-0.38
2508,184,174.0,1,34.0,29.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.34
2509,184,175.0,0,34.0,23.0,1,2.0,6.0,8.0,7.0,1.0,1.0,0,0.41
2510,184,176.0,1,34.0,28.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.48
2511,184,177.0,0,34.0,22.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.07
2512,184,178.0,0,34.0,35.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.64
2513,184,179.0,0,34.0,30.0,1,2.0,3.0,8.0,7.0,1.0,1.0,0,0.38
2514,184,180.0,1,34.0,24.0,1,2.0,4.0,8.0,7.0,1.0,1.0,0,0.24
2515,184,181.0,0,34.0,22.0,1,2.0,1.0,8.0,7.0,1.0,1.0,0,0.43
2516,184,182.0,0,34.0,22.0,1,2.0,1.0,8.0,7.0,1.0,1.0,0,-0.34
2517,184,183.0,1,34.0,24.0,1,2.0,2.0,8.0,7.0,1.0,1.0,1,0.28
2518,185,174.0,0,25.0,29.0,1,4.0,4.0,2.0,6.0,3.0,4.0,1,0.48
2519,185,175.0,0,25.0,23.0,1,4.0,6.0,2.0,6.0,3.0,4.0,0,0.56
2520,185,176.0,0,25.0,28.0,1,4.0,4.0,2.0,6.0,3.0,4.0,1,0.16
2521,185,177.0,0,25.0,22.0,1,4.0,2.0,2.0,6.0,3.0,4.0,0,0.31
2522,185,178.0,0,25.0,35.0,1,4.0,4.0,2.0,6.0,3.0,4.0,1,0.4
2523,185,179.0,0,25.0,30.0,1,4.0,3.0,2.0,6.0,3.0,4.0,0,0.41
2524,185,180.0,0,25.0,24.0,1,4.0,4.0,2.0,6.0,3.0,4.0,1,0.16
2525,185,181.0,1,25.0,22.0,1,4.0,1.0,2.0,6.0,3.0,4.0,0,0.62
2526,185,182.0,0,25.0,22.0,1,4.0,1.0,2.0,6.0,3.0,4.0,0,0.42
2527,185,183.0,0,25.0,24.0,1,4.0,2.0,2.0,6.0,3.0,4.0,0,-0.01
2528,186,174.0,0,24.0,29.0,1,4.0,4.0,5.0,2.0,4.0,3.0,1,0.35
2529,186,175.0,0,24.0,23.0,1,4.0,6.0,5.0,2.0,4.0,3.0,0,0.48
2530,186,176.0,1,24.0,28.0,1,4.0,4.0,5.0,2.0,4.0,3.0,1,0.5
2531,186,177.0,0,24.0,22.0,1,4.0,2.0,5.0,2.0,4.0,3.0,0,-0.06
2532,186,178.0,1,24.0,35.0,1,4.0,4.0,5.0,2.0,4.0,3.0,1,0.51
2533,186,179.0,0,24.0,30.0,1,4.0,3.0,5.0,2.0,4.0,3.0,0,0.36
2534,186,180.0,0,24.0,24.0,1,4.0,4.0,5.0,2.0,4.0,3.0,1,0.34
2535,186,181.0,1,24.0,22.0,1,4.0,1.0,5.0,2.0,4.0,3.0,0,0.44
2536,186,182.0,0,24.0,22.0,1,4.0,1.0,5.0,2.0,4.0,3.0,0,0.56
2537,186,183.0,0,24.0,24.0,1,4.0,2.0,5.0,2.0,4.0,3.0,0,0.4
2538,187,174.0,1,26.0,29.0,1,2.0,4.0,8.0,7.0,10.0,5.0,0,0.71
2539,187,175.0,0,26.0,23.0,1,2.0,6.0,8.0,7.0,10.0,5.0,0,0.45
2540,187,176.0,0,26.0,28.0,1,2.0,4.0,8.0,7.0,10.0,5.0,0,0.44
2541,187,177.0,0,26.0,22.0,1,2.0,2.0,8.0,7.0,10.0,5.0,1,0.14
2542,187,178.0,0,26.0,35.0,1,2.0,4.0,8.0,7.0,10.0,5.0,0,0.41
2543,187,179.0,0,26.0,30.0,1,2.0,3.0,8.0,7.0,10.0,5.0,0,0.41
2544,187,180.0,0,26.0,24.0,1,2.0,4.0,8.0,7.0,10.0,5.0,0,-0.4
2545,187,181.0,0,26.0,22.0,1,2.0,1.0,8.0,7.0,10.0,5.0,0,0.38
2546,187,182.0,0,26.0,22.0,1,2.0,1.0,8.0,7.0,10.0,5.0,0,0.07
2547,187,183.0,0,26.0,24.0,1,2.0,2.0,8.0,7.0,10.0,5.0,1,-0.13
2548,188,174.0,0,21.0,29.0,1,2.0,4.0,5.0,2.0,1.0,1.0,0,0.51
2549,188,175.0,1,21.0,23.0,1,2.0,6.0,5.0,2.0,1.0,1.0,0,0.43
2550,188,176.0,0,21.0,28.0,1,2.0,4.0,5.0,2.0,1.0,1.0,0,0.43
2551,188,177.0,0,21.0,22.0,1,2.0,2.0,5.0,2.0,1.0,1.0,1,-0.13
2552,188,178.0,0,21.0,35.0,1,2.0,4.0,5.0,2.0,1.0,1.0,0,0.41
2553,188,179.0,0,21.0,30.0,1,2.0,3.0,5.0,2.0,1.0,1.0,0,0.46
2554,188,180.0,0,21.0,24.0,1,2.0,4.0,5.0,2.0,1.0,1.0,0,-0.07
2555,188,181.0,0,21.0,22.0,1,2.0,1.0,5.0,2.0,1.0,1.0,0,0.4
2556,188,182.0,0,21.0,22.0,1,2.0,1.0,5.0,2.0,1.0,1.0,0,0.1
2557,188,183.0,0,21.0,24.0,1,2.0,2.0,5.0,2.0,1.0,1.0,1,0.31
2558,189,174.0,0,27.0,29.0,1,6.0,4.0,1.0,9.0,6.0,1.0,0,0.22
2559,189,175.0,0,27.0,23.0,1,6.0,6.0,1.0,9.0,6.0,1.0,1,0.1
2560,189,176.0,0,27.0,28.0,1,6.0,4.0,1.0,9.0,6.0,1.0,0,-0.05
2561,189,177.0,0,27.0,22.0,1,6.0,2.0,1.0,9.0,6.0,1.0,0,0.05
2562,189,178.0,0,27.0,35.0,1,6.0,4.0,1.0,9.0,6.0,1.0,0,-0.02
2563,189,179.0,0,27.0,30.0,1,6.0,3.0,1.0,9.0,6.0,1.0,0,0.13
2564,189,180.0,0,27.0,24.0,1,6.0,4.0,1.0,9.0,6.0,1.0,0,-0.27
2565,189,181.0,0,27.0,22.0,1,6.0,1.0,1.0,9.0,6.0,1.0,0,-0.22
2566,189,182.0,0,27.0,22.0,1,6.0,1.0,1.0,9.0,6.0,1.0,0,-0.22
2567,189,183.0,0,27.0,24.0,1,6.0,2.0,1.0,9.0,6.0,1.0,0,0.05
2568,190,174.0,0,25.0,29.0,1,2.0,4.0,13.0,9.0,1.0,1.0,0,0.21
2569,190,175.0,1,25.0,23.0,1,2.0,6.0,13.0,9.0,1.0,1.0,0,0.05
2570,190,176.0,0,25.0,28.0,1,2.0,4.0,13.0,9.0,1.0,1.0,0,-0.34
2571,190,177.0,0,25.0,22.0,1,2.0,2.0,13.0,9.0,1.0,1.0,1,-0.03
2572,190,178.0,0,25.0,35.0,1,2.0,4.0,13.0,9.0,1.0,1.0,0,0.01
2573,190,179.0,1,25.0,30.0,1,2.0,3.0,13.0,9.0,1.0,1.0,0,0.22
2574,190,180.0,0,25.0,24.0,1,2.0,4.0,13.0,9.0,1.0,1.0,0,0.13
2575,190,181.0,1,25.0,22.0,1,2.0,1.0,13.0,9.0,1.0,1.0,0,-0.18
2576,190,182.0,0,25.0,22.0,1,2.0,1.0,13.0,9.0,1.0,1.0,0,0.01
2577,190,183.0,0,25.0,24.0,1,2.0,2.0,13.0,9.0,1.0,1.0,1,0.24
2578,191,174.0,0,28.0,29.0,1,2.0,4.0,8.0,7.0,6.0,1.0,0,0.32
2579,191,175.0,0,28.0,23.0,1,2.0,6.0,8.0,7.0,6.0,1.0,0,0.65
2580,191,176.0,1,28.0,28.0,1,2.0,4.0,8.0,7.0,6.0,1.0,0,0.32
2581,191,177.0,0,28.0,22.0,1,2.0,2.0,8.0,7.0,6.0,1.0,1,0.14
2582,191,178.0,0,28.0,35.0,1,2.0,4.0,8.0,7.0,6.0,1.0,0,0.51
2583,191,179.0,0,28.0,30.0,1,2.0,3.0,8.0,7.0,6.0,1.0,0,0.45
2584,191,180.0,0,28.0,24.0,1,2.0,4.0,8.0,7.0,6.0,1.0,0,0.13
2585,191,181.0,1,28.0,22.0,1,2.0,1.0,8.0,7.0,6.0,1.0,0,0.16
2586,191,182.0,0,28.0,22.0,1,2.0,1.0,8.0,7.0,6.0,1.0,0,-0.12
2587,191,183.0,0,28.0,24.0,1,2.0,2.0,8.0,7.0,6.0,1.0,1,0.43
2588,192,174.0,0,24.0,29.0,1,2.0,4.0,8.0,7.0,2.0,7.0,0,-0.03
2589,192,175.0,0,24.0,23.0,1,2.0,6.0,8.0,7.0,2.0,7.0,0,0.05
2590,192,176.0,0,24.0,28.0,1,2.0,4.0,8.0,7.0,2.0,7.0,0,-0.47
2591,192,177.0,0,24.0,22.0,1,2.0,2.0,8.0,7.0,2.0,7.0,1,0.07
2592,192,178.0,0,24.0,35.0,1,2.0,4.0,8.0,7.0,2.0,7.0,0,-0.11
2593,192,179.0,0,24.0,30.0,1,2.0,3.0,8.0,7.0,2.0,7.0,0,-0.02
2594,192,180.0,1,24.0,24.0,1,2.0,4.0,8.0,7.0,2.0,7.0,0,0.02
2595,192,181.0,0,24.0,22.0,1,2.0,1.0,8.0,7.0,2.0,7.0,0,-0.3
2596,192,182.0,0,24.0,22.0,1,2.0,1.0,8.0,7.0,2.0,7.0,0,0.33
2597,192,183.0,0,24.0,24.0,1,2.0,2.0,8.0,7.0,2.0,7.0,1,0.32
2598,193,174.0,0,25.0,29.0,1,4.0,4.0,1.0,1.0,2.0,2.0,1,0.37
2599,193,175.0,1,25.0,23.0,1,4.0,6.0,1.0,1.0,2.0,2.0,0,0.39
2600,193,176.0,0,25.0,28.0,1,4.0,4.0,1.0,1.0,2.0,2.0,1,0.4
2601,193,177.0,0,25.0,22.0,1,4.0,2.0,1.0,1.0,2.0,2.0,0,0.58
2602,193,178.0,0,25.0,35.0,1,4.0,4.0,1.0,1.0,2.0,2.0,1,0.27
2603,193,179.0,0,25.0,30.0,1,4.0,3.0,1.0,1.0,2.0,2.0,0,0.41
2604,193,180.0,0,25.0,24.0,1,4.0,4.0,1.0,1.0,2.0,2.0,1,0.15
2605,193,181.0,1,25.0,22.0,1,4.0,1.0,1.0,1.0,2.0,2.0,0,0.54
2606,193,182.0,0,25.0,22.0,1,4.0,1.0,1.0,1.0,2.0,2.0,0,0.53
2607,193,183.0,0,25.0,24.0,1,4.0,2.0,1.0,1.0,2.0,2.0,0,-0.38
2608,194,214.0,0,24.0,23.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.22
2609,194,215.0,0,24.0,26.0,0,2.0,4.0,3.0,3.0,9.0,9.0,0,0.74
2610,194,216.0,0,24.0,27.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,0.34
2611,194,217.0,0,24.0,26.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.43
2612,194,218.0,0,24.0,24.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.29
2613,194,219.0,0,24.0,26.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.03
2614,194,220.0,0,24.0,25.0,0,2.0,6.0,3.0,3.0,9.0,9.0,0,-0.22
2615,194,221.0,1,24.0,27.0,0,2.0,4.0,3.0,3.0,9.0,9.0,0,0.41
2616,194,222.0,0,24.0,27.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.23
2617,194,223.0,0,24.0,28.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,0.3
2618,194,224.0,0,24.0,32.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,0.19
2619,194,225.0,0,24.0,28.0,0,2.0,3.0,3.0,3.0,9.0,9.0,0,-0.18
2620,194,226.0,0,24.0,23.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.07
2621,194,227.0,0,24.0,26.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,0.57
2622,194,228.0,0,24.0,24.0,0,2.0,4.0,3.0,3.0,9.0,9.0,0,-0.05
2623,194,229.0,0,24.0,28.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,0.33
2624,194,230.0,0,24.0,42.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.02
2625,194,231.0,0,24.0,30.0,0,2.0,3.0,3.0,3.0,9.0,9.0,0,-0.28
2626,194,232.0,0,24.0,31.0,0,2.0,2.0,3.0,3.0,9.0,9.0,1,-0.44
2627,194,233.0,0,24.0,29.0,0,2.0,4.0,3.0,3.0,9.0,9.0,0,0.17
2628,195,214.0,0,27.0,23.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.27
2629,195,215.0,1,27.0,26.0,0,2.0,4.0,10.0,2.0,3.0,9.0,0,0.41
2630,195,216.0,0,27.0,27.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,-0.03
2631,195,217.0,1,27.0,26.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.01
2632,195,218.0,0,27.0,24.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.07
2633,195,219.0,0,27.0,26.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.09
2634,195,220.0,0,27.0,25.0,0,2.0,6.0,10.0,2.0,3.0,9.0,0,0.6
2635,195,221.0,0,27.0,27.0,0,2.0,4.0,10.0,2.0,3.0,9.0,0,-0.21
2636,195,222.0,0,27.0,27.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.03
2637,195,223.0,0,27.0,28.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.22
2638,195,224.0,0,27.0,32.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.44
2639,195,225.0,1,27.0,28.0,0,2.0,3.0,10.0,2.0,3.0,9.0,0,-0.27
2640,195,226.0,0,27.0,23.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,-0.04
2641,195,227.0,0,27.0,26.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,-0.12
2642,195,228.0,0,27.0,24.0,0,2.0,4.0,10.0,2.0,3.0,9.0,0,0.26
2643,195,229.0,1,27.0,28.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.49
2644,195,230.0,0,27.0,42.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,-0.43
2645,195,231.0,0,27.0,30.0,0,2.0,3.0,10.0,2.0,3.0,9.0,0,0.17
2646,195,232.0,0,27.0,31.0,0,2.0,2.0,10.0,2.0,3.0,9.0,1,0.29
2647,195,233.0,1,27.0,29.0,0,2.0,4.0,10.0,2.0,3.0,9.0,0,-0.5
2648,196,214.0,1,25.0,23.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.0
2649,196,215.0,0,25.0,26.0,0,4.0,4.0,7.0,2.0,1.0,6.0,1,-0.38
2650,196,216.0,0,25.0,27.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.3
2651,196,217.0,0,25.0,26.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.52
2652,196,218.0,0,25.0,24.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.14
2653,196,219.0,1,25.0,26.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.2
2654,196,220.0,0,25.0,25.0,0,4.0,6.0,7.0,2.0,1.0,6.0,0,-0.34
2655,196,221.0,0,25.0,27.0,0,4.0,4.0,7.0,2.0,1.0,6.0,1,0.15
2656,196,222.0,0,25.0,27.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.5
2657,196,223.0,0,25.0,28.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,-0.15
2658,196,224.0,0,25.0,32.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,0.0
2659,196,225.0,0,25.0,28.0,0,4.0,3.0,7.0,2.0,1.0,6.0,0,0.09
2660,196,226.0,0,25.0,23.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,-0.2
2661,196,227.0,0,25.0,26.0,0,4.0,2.0,7.0,2.0,1.0,6.0,0,-0.1
2662,196,228.0,0,25.0,24.0,0,4.0,4.0,7.0,2.0,1.0,6.0,1,0.52
